,generation,individual index,training time (s),inference time (ms),accuracy,epochs,r,no_of_conv_kernels,secondary_capsule_vector,dense_1,dense_2,epsilon,m_plus,m_minus,lambda_,alpha,no_of_primary_capsules,primary_capsule_vector,no_of_secondary_capsules
0,1,0,83.86558556556702,6.889075756072998,0.97,7,2,64,26,512,1792,0.009462259158276611,0.9221005084925126,0.11140106888155661,0.8048980254777117,0.0032093109890174378,32,8,10
1,1,1,33.393643379211426,10.009162425994873,0.914,2,3,64,11,128,1280,0.029832212989830506,0.9468666249393105,0.17706811391985178,0.6237255681492613,0.0008862614789491765,32,8,10
2,1,2,111.75440096855164,13.261152267456055,0.96,6,4,32,40,128,1536,0.036168439899168944,0.965186385411576,0.1461194717640404,0.6093968661595693,0.007776930578659876,32,8,10
3,1,3,42.81639266014099,7.066949844360352,0.966,5,2,128,17,256,1280,0.05344824694423068,0.99,0.11754533412907078,0.8334133458608576,0.008945717437971465,32,8,10
4,1,4,112.59367561340332,13.078333377838135,0.956,6,4,64,16,256,256,0.014231355727287521,0.9007424476385952,0.1856630821464726,0.523334485390771,0.00571575574406464,32,8,10
5,1,5,44.1646614074707,13.234196186065674,0.932,2,4,32,31,512,256,0.07115217606281322,0.9106117900622139,0.0789080233161286,0.9070281319161602,0.0014646649789599674,32,8,10
6,1,6,22.409488201141357,13.26089859008789,0.906,1,4,128,42,4,256,0.07813926086142027,0.9850076076835731,0.1015817575438487,0.4988655634743676,0.0014621987951577498,32,8,10
7,1,7,44.2586030960083,13.423760890960693,0.922,2,4,64,47,512,512,0.04542040603109645,0.9867128660224367,0.19228505925223782,0.1890090408047152,0.00010588772532964475,32,8,10
8,1,8,87.43863654136658,13.182526588439941,0.964,4,4,64,42,512,256,0.059600052582013674,0.9565868749204628,0.08133381638615865,0.3578144225412495,0.004403032141652381,32,8,10
9,1,9,24.745972871780396,6.696230411529541,0.96,3,2,64,40,256,512,0.0866544386224709,0.9073729299286851,0.11755091944021771,0.5668583619251691,0.002158768941282626,32,8,10
10,1,10,32.65441083908081,9.907244205474854,0.95,2,3,64,11,128,1280,0.029832212989830506,0.9468666249393105,0.0789080233161286,0.9070281319161602,0.0014646649789599674,32,8,10
11,1,11,43.99206876754761,13.26267385482788,0.944,2,4,32,31,512,256,0.07115217606281322,0.9106117900622139,0.17706811391985178,0.6237255681492613,0.0008862614789491765,32,8,10
12,1,12,121.43727254867554,13.397738456726074,0.964,6,4,64,16,256,256,0.014231355727287521,0.9007424476385952,0.1856630821464726,0.523334485390771,0.0008862614789491765,32,8,10
13,1,13,32.987943172454834,10.024901866912842,0.922,2,3,64,11,128,1280,0.029832212989830506,0.9468666249393105,0.17706811391985178,0.6237255681492613,0.00571575574406464,32,8,10
14,1,14,109.22791934013367,13.537403583526611,0.96,6,4,64,16,256,256,0.05344824694423068,0.9381442950320089,0.11754533412907078,0.8334133458608576,0.008945717437971465,32,8,10
15,1,15,46.55365586280823,6.8365960121154785,0.964,5,2,128,17,256,1280,0.014231355727287521,0.9007424476385952,0.1856630821464726,0.523334485390771,0.00571575574406464,32,8,10
16,1,16,130.34699940681458,13.400372982025146,0.966,6,4,64,16,256,256,0.0866544386224709,0.9073729299286851,0.11755091944021771,0.5668583619251691,0.002158768941282626,32,8,10
17,1,17,32.697367906570435,6.592922687530518,0.936,3,2,64,40,256,512,0.014231355727287521,0.9007424476385952,0.1856630821464726,0.523334485390771,0.00571575574406464,32,8,10
18,1,18,22.46290349960327,13.302120685577393,0.838,1,4,128,42,4,256,0.07813926086142027,0.9850076076835731,0.1015817575438487,0.4988655634743676,0.0014621987951577498,32,8,10
19,1,19,22.541923999786377,13.287481307983398,0.912,1,4,128,42,4,256,0.07813926086142027,0.9850076076835731,0.1015817575438487,0.4988655634743676,0.0014621987951577498,32,8,10
20,1,20,46.19563961029053,6.606233596801758,0.968,5,2,128,17,256,1280,0.05344824694423068,0.99,0.11754533412907078,0.8334133458608576,0.008945717437971465,32,8,10
21,2,0,65.07003712654114,6.699440956115723,0.956,7,2,64,26,512,1792,1e-07,0.9221005084925126,0.11140106888155661,0.8048980254777117,0.0032093109890174378,32,8,10
22,2,1,32.72405004501343,6.7079267501831055,0.954,3,2,64,40,256,512,0.0866544386224709,0.9073729299286851,0.11755091944021771,0.5668583619251691,0.002158768941282626,32,8,10
23,2,2,54.231528997421265,6.827454090118408,0.914,5,2,3,17,256,1280,0.05344824694423068,0.99,0.11754533412907078,0.8334133458608576,0.008945717437971465,32,8,10
24,2,3,33.02203679084778,10.100558280944824,0.934,2,3,64,11,128,1280,0.029832212989830506,0.9468666249393105,0.17706811391985178,0.6237255681492613,0.0008862614789491765,32,8,10
25,2,4,112.86717224121094,13.470457077026367,0.964,6,4,64,16,256,256,0.014231355727287521,0.9007424476385952,0.1856630821464726,0.523334485390771,0.00571575574406464,32,8,10
26,2,5,78.20344257354736,13.303334712982178,0.956,4,4,64,42,512,256,0.059600052582013674,0.9565868749204628,0.08133381638615865,0.3578144225412495,0.004403032141652381,32,8,10
27,2,6,113.04151773452759,13.327620029449463,0.96,6,4,32,40,128,1536,0.036168439899168944,0.965186385411576,0.1461194717640404,0.6093968661595693,0.007776930578659876,32,8,10
28,2,7,43.98420071601868,13.14677619934082,0.934,2,4,32,31,512,256,0.07889911231762572,0.9106117900622139,0.0789080233161286,0.9070281319161602,0.0014646649789599674,32,8,10
29,2,8,22.385090827941895,13.216859340667725,0.924,1,4,128,42,4,256,0.07813926086142027,0.9850076076835731,0.1015817575438487,0.4988655634743676,0.0014621987951577498,32,8,10
30,2,9,43.96959066390991,13.319899082183838,0.934,2,4,64,47,512,512,0.04542040603109645,0.9867128660224367,0.19228505925223782,0.1890090408047152,0.00010588772532964475,32,8,10
31,2,10,121.41815543174744,13.295929908752441,0.96,6,4,64,42,512,256,0.059600052582013674,0.9565868749204628,0.08133381638615865,0.3578144225412495,0.004403032141652381,32,8,10
32,2,11,87.66544532775879,13.347456455230713,0.944,4,4,64,16,256,256,0.014231355727287521,0.9007424476385952,0.1856630821464726,0.523334485390771,0.00571575574406464,32,8,10
