,generation,individual index,training time (s),inference time (ms),accuracy,epochs,r,no_of_conv_kernels,secondary_capsule_vector,dense_1,dense_2,epsilon,m_plus,m_minus,lambda_,alpha,no_of_primary_capsules,primary_capsule_vector,no_of_secondary_capsules
0,1,0,85.3252272605896,12.833868026733398,0.948,8,4,128,34,512,1536,0.004009490678098763,0.9801528702250291,0.14613712398977044,0.3881188645425304,0.003013191557164057,32,8,10
1,1,1,22.130351305007935,12.575121402740479,0.838,1,4,64,36,512,1536,0.017557595503771586,0.9444842661806861,0.07699417892580146,0.4253266948236467,0.009277186398684387,32,8,10
2,1,2,17.889596939086914,9.288098335266113,0.936,2,3,64,40,768,512,0.014350703431741782,0.9888074729643286,0.19222018244879113,0.40274825421441673,0.007795304738366115,32,8,10
3,1,3,62.450690031051636,9.237296104431152,0.962,9,3,64,11,256,512,0.0011199783314567186,0.9885671978650381,0.1313199627206439,0.8548652598426412,0.001013348783033925,32,8,10
4,1,4,11.541705846786499,9.438082695007324,0.85,1,3,64,18,256,1280,0.027247660706456806,0.9208012588264236,0.06604163854892961,0.9446842246922238,0.0001,32,8,10
5,1,5,54.34755802154541,6.256699562072754,0.972,9,2,64,37,256,512,0.03277296217840117,0.9506808449196051,0.07018230176490246,0.7409178447530633,0.009382485020218484,32,8,10
6,1,6,41.49083924293518,9.243828296661377,0.968,5,3,128,26,128,1280,0.014857243072723774,0.9045613988438307,0.10961439367107387,0.873915518968423,0.0032638388032555066,32,8,10
7,1,7,26.769811153411865,9.449706554412842,0.948,3,3,32,30,512,768,0.06586892652605414,0.9710157335638062,0.05465346907118296,0.7892026038704957,0.005200661204332709,32,8,10
8,1,8,26.434518575668335,9.320902824401855,0.934,3,3,32,37,256,1792,0.03385041893036439,0.9304099471100158,0.1654881843526521,0.9107532410760989,0.0036024170633218414,32,8,10
9,1,9,32.15332865715027,12.456517696380615,0.918,2,4,64,2,256,256,0.05899059178758911,0.9235345131064693,0.18742318511490952,0.9663634511689452,0.0052794894579640435,32,8,10
10,1,10,32.05719065666199,12.313884735107422,0.93,2,4,64,2,256,256,0.017557595503771586,0.9444842661806861,0.07699417892580146,0.4253266948236467,0.009277186398684387,32,8,10
11,1,11,22.254942655563354,12.473733901977539,0.804,1,4,64,36,512,1536,0.05899059178758911,0.9235345131064693,0.18742318511490952,0.9663634511689452,0.0052794894579640435,32,8,10
12,1,12,90.80739498138428,12.780325412750244,0.952,8,4,128,34,512,1536,0.004009490678098763,0.9801528702250291,0.1654881843526521,0.9107532410760989,0.0036024170633218414,32,8,10
13,1,13,26.663433074951172,9.46988296508789,0.944,3,3,32,37,256,1792,0.03385041893036439,0.9304099471100158,0.14613712398977044,0.3881188645425304,0.003013191557164057,32,8,10
14,1,14,22.23229432106018,12.564628601074219,0.894,1,4,64,36,512,1536,0.03277296217840117,0.9506808449196051,0.07018230176490246,0.7409178447530633,0.009382485020218484,32,8,10
15,1,15,53.93559384346008,6.298015117645264,0.972,9,2,64,37,256,512,0.017557595503771586,0.9444842661806861,0.07699417892580146,0.4253266948236467,0.009277186398684387,32,8,10
16,1,16,11.704193592071533,9.366208553314209,0.854,1,3,64,18,256,1280,0.027247660706456806,0.9208012588264236,0.06604163854892961,0.9446842246922238,0.0052794894579640435,32,8,10
17,1,17,31.80037784576416,12.47258710861206,0.926,2,4,64,2,256,256,0.05899059178758911,0.9235345131064693,0.18742318511490952,0.9663634511689452,0.0062680544718180225,32,8,10
18,1,18,11.558911323547363,9.360227584838867,0.892,1,3,64,18,256,1280,0.027247660706456806,0.9208012588264236,0.06604163854892961,0.9446842246922238,0.0062680544718180225,32,8,10
19,1,19,11.5560622215271,9.377763271331787,0.886,1,3,64,18,256,1280,0.027247660706456806,0.9208012588264236,0.06604163854892961,0.9446842246922238,0.0001,32,8,10
20,2,0,48.11345672607422,6.283962726593018,0.97,9,2,64,37,256,512,0.03277296217840117,0.9506808449196051,0.07018230176490246,0.7409178447530633,0.009382485020218484,32,8,10
21,2,1,56.251713514328,9.401748657226562,0.958,8,3,64,11,256,512,0.0011199783314567186,0.9885671978650381,0.1313199627206439,0.8548652598426412,0.001013348783033925,32,8,10
22,2,2,41.380648136138916,9.416245937347412,0.972,5,3,128,26,128,1280,0.014857243072723774,0.9045613988438307,0.10961439367107387,0.873915518968423,0.0032638388032555066,32,8,10
23,2,3,19.016452312469482,9.394773960113525,0.922,2,3,64,40,768,512,0.014350703431741782,0.9888074729643286,0.19222018244879113,0.43883239758363235,0.007795304738366115,32,8,10
