,generation,individual index,training time (s),inference time (ms),accuracy,epochs,r,no_of_conv_kernels,secondary_capsule_vector,dense_1,dense_2,epsilon,m_plus,m_minus,lambda_,alpha,no_of_primary_capsules,primary_capsule_vector,no_of_secondary_capsules
0,1,0,155.42047667503357,10.187594890594482,0.967,7,3,128,10,768,512,0.09841054541202965,0.9503184127039459,0.1321461126024826,0.782413036678259,0.006895034217441835,32,8,10
1,1,1,55.44934058189392,6.66907525062561,0.962,4,2,32,25,768,256,0.07415679893419332,0.9634424085912203,0.0732199294548633,0.7020770143177756,0.003538060779376971,32,8,10
2,1,2,89.81236553192139,13.063070058822632,0.969,4,4,128,8,256,512,0.07183908545482617,0.906498402814293,0.11635405700766645,0.5469711201164745,0.0062897586899609385,32,8,10
3,1,3,67.80614233016968,6.742338180541992,0.96,5,2,64,8,128,768,0.060578786515933986,0.9192829355195489,0.1316161419441984,0.9214472274169105,0.005849971952418522,32,8,10
4,1,4,90.65806245803833,6.597134113311768,0.966,7,2,32,14,128,512,0.0008718036581408553,0.9574047179163693,0.08218014281951168,0.5241891817750682,0.0012520243674057875,32,8,10
5,1,5,56.33255386352539,6.626519680023193,0.969,4,2,128,45,256,768,0.09626425498872782,0.9671391544601725,0.1374827651109497,0.8624937711980446,0.009610400927869219,32,8,10
6,1,6,112.22849583625793,9.894972085952759,0.971,9,3,32,46,512,1280,0.08773758378937567,0.9032909063889067,0.19384898447034193,0.9899021299666503,0.002543303307731504,32,8,10
7,1,7,89.76473355293274,9.9059476852417,0.965,4,3,32,27,512,1280,0.1,0.9021697208065205,0.07073666435295822,0.4767163478942209,0.0043523306146220075,32,8,10
8,1,8,134.39732360839844,9.911729097366333,0.969,6,3,128,14,768,7,0.03338477145780566,0.9636472042025133,0.1778078032794353,0.827409567301703,0.009472819282713714,32,8,10
9,1,9,134.3625066280365,9.905385494232178,0.96,6,3,32,37,128,1536,0.029613031138682896,0.9581828683475201,0.15165261964264318,0.2788647420268482,0.0034424276066158735,32,8,10
10,1,10,156.71992802619934,9.960471153259277,0.968,7,3,64,24,512,7,0.03968875989212359,0.9181620745488122,0.10312235245548483,0.631163796501809,0.005144794054800009,32,8,10
11,1,11,33.490095376968384,6.637959957122803,0.93,2,2,32,28,512,1536,0.015306557241151913,0.9221358204002692,0.15143898804527273,0.2758669898660448,0.005624347698104894,32,8,10
12,1,12,90.02998757362366,13.191826581954956,0.945,3,4,32,24,256,1536,0.0749853334972178,0.9287854684860214,0.19782030500259123,0.2273048573636869,0.0002239359396227594,32,8,10
