,generation,individual index,training time (s),inference time (ms),accuracy,epochs,r,no_of_conv_kernels,secondary_capsule_vector,dense_1,dense_2,epsilon,m_plus,m_minus,lambda_,alpha,no_of_primary_capsules,primary_capsule_vector,no_of_secondary_capsules
0,1,0,87.05567407608032,10.356537818908691,0.966,9,3,32,28,512,768,0.039738719314782386,0.9819952993250837,0.16632644925401363,0.6957940687872921,0.0015343378295016711,32,8,10
1,1,1,22.41060781478882,6.9396514892578125,0.932,2,2,128,30,512,1792,0.054628566500097855,0.980544831337185,0.10191635108989067,0.7931549883353011,0.001553261681705732,32,8,10
2,1,2,125.09675550460815,13.546089172363281,0.96,6,4,32,2,512,256,0.019078068245932264,0.9075878688627733,0.07370837211478241,0.8510286123063092,0.0005853918277859762,32,8,10
3,1,3,55.36442446708679,10.140427112579346,0.948,4,3,32,2,4,768,0.08583814652114959,0.9201821139178585,0.11541286389364074,0.8690320022587614,0.005475408339919397,32,8,10
4,1,4,54.76310920715332,6.779551982879639,0.958,5,2,32,45,768,512,0.09144645927449065,0.9583833845306751,0.07255619419697293,0.5303968839409959,0.008726600098949207,32,8,10
5,1,5,120.45044207572937,13.51993465423584,0.964,6,4,64,4,128,1024,0.04366983182339226,0.9395368481064165,0.17683621141681583,0.8323788958197259,0.004570857582425407,32,8,10
6,1,6,108.34553456306458,10.355776309967041,0.964,5,3,128,21,256,1280,0.06877318934891824,0.9354810164652153,0.05737988066643303,0.5120007879578939,0.00744344564568264,32,8,10
7,1,7,169.78517127037048,13.383158206939697,0.95,8,4,128,19,256,768,0.046792307264737446,0.9791727377438584,0.17103585142462663,0.5272572744318758,0.009357219669210846,32,8,10
8,1,8,22.334284782409668,10.126454830169678,0.878,1,3,128,45,128,7,0.034691983155876044,0.951531849546987,0.0732933337223508,0.6088299740209725,0.001057424558893183,32,8,10
9,1,9,69.05104780197144,6.6807355880737305,0.966,7,2,128,7,128,768,0.02859423515849197,0.9148511158677052,0.09942872473597014,0.7576084245977581,0.0069280335859258,32,8,10
10,1,10,125.30595803260803,10.1288423538208,0.962,9,3,32,28,512,768,0.039738719314782386,0.9148511158677052,0.09942872473597014,0.7576084245977581,0.0069280335859258,32,8,10
11,1,11,74.26364278793335,6.692943096160889,0.96,7,2,128,7,128,768,0.02859423515849197,0.9819952993250837,0.16632644925401363,0.6957940687872921,0.0015343378295016711,32,8,10
12,1,12,33.94182515144348,10.322373867034912,0.178,2,3,32,2,768,768,0.08583814652114959,0.9201821139178585,0.11541286389364074,0.8690320022587614,0.005475408339919397,32,8,10
13,1,13,41.66258239746094,6.832470417022705,0.962,4,2,128,30,512,1792,0.054628566500097855,0.980544831337185,0.10191635108989067,0.7931549883353011,0.001553261681705732,32,8,10
14,1,14,22.43534278869629,6.686611175537109,0.936,2,2,128,30,512,1792,0.054628566500097855,0.9395368481064165,0.17683621141681583,0.8323788958197259,0.004570857582425407,32,8,10
15,1,15,126.37378644943237,13.493598461151123,0.958,6,4,64,4,128,1024,0.04366983182339226,0.980544831337185,0.10191635108989067,0.7931549883353011,0.001553261681705732,32,8,10
16,1,16,175.525897026062,10.105687141418457,0.956,9,3,32,28,512,768,0.039738719314782386,0.9819952993250837,0.16632644925401363,0.6957940687872921,0.0015343378295016711,32,8,10
17,1,17,77.54155015945435,9.96722412109375,0.94,4,3,32,2,4,768,0.08583814652114959,0.9201821139178585,0.11541286389364074,0.8690320022587614,0.005475408339919397,32,8,10
18,1,18,98.80841255187988,10.092853546142578,0.974,5,3,128,21,256,1280,0.06877318934891824,0.9354810164652153,0.05737988066643303,0.5120007879578939,0.00744344564568264,32,8,10
19,1,19,22.307669639587402,10.14473819732666,0.89,1,3,128,45,128,7,0.034691983155876044,0.951531849546987,0.0732933337223508,0.6088299740209725,0.001057424558893183,32,8,10
20,2,0,57.87683916091919,6.919900417327881,0.968,7,2,128,7,128,768,0.02859423515849197,0.9148511158677052,0.09942872473597014,0.7576084245977581,0.0069280335859258,32,8,10
21,2,1,140.8685657978058,13.810885906219482,0.958,7,4,32,28,512,768,0.039738719314782386,0.9819952993250837,0.16632644925401363,0.6957940687872921,0.0015343378295016711,32,8,10
22,2,2,55.1618709564209,6.85419225692749,0.96,5,2,32,45,768,512,0.09144645927449065,0.9583833845306751,0.07255619419697293,0.5303968839409959,0.008726600098949207,32,8,10
23,2,3,108.43690800666809,10.111733436584473,0.972,5,3,128,21,256,1280,0.06877318934891824,0.9354810164652153,0.05737988066643303,0.5120007879578939,0.00744344564568264,32,8,10
24,2,4,19.600879192352295,6.960305213928223,0.916,2,2,128,30,4,1792,0.054628566500097855,0.980544831337185,0.10191635108989067,0.7931549883353011,0.001553261681705732,32,8,10
25,2,5,86.82889866828918,10.36851978302002,0.956,4,3,32,2,4,768,0.08583814652114959,0.9201821139178585,0.11541286389364074,0.8690320022587614,0.005475408339919397,32,8,10
26,2,6,132.49891138076782,13.449869632720947,0.954,6,4,64,4,4,1024,0.04366983182339226,0.9395368481064165,0.17683621141681583,0.8323788958197259,0.004570857582425407,32,8,10
27,2,7,170.32344150543213,13.384046077728271,0.968,8,4,128,19,256,768,0.046792307264737446,0.9791727377438584,0.17103585142462663,0.5272572744318758,0.009357219669210846,32,8,10
28,2,8,22.168870210647583,10.324004173278809,0.89,1,3,128,45,128,7,0.034691983155876044,0.951531849546987,0.0732933337223508,0.6088299740209725,0.001057424558893183,32,8,10
29,2,9,119.4513611793518,13.60007905960083,0.96,6,4,32,2,512,256,0.019078068245932264,0.9075878688627733,0.07370837211478241,0.8510286123063092,0.0005853918277859762,32,8,10
30,2,10,52.7319917678833,6.893813133239746,0.956,5,2,32,45,768,512,0.09144645927449065,0.9583833845306751,0.07255619419697293,0.5303968839409959,0.005475408339919397,32,8,10
