,generation,individual index,training time (s),inference time (ms),accuracy,epochs,r,no_of_conv_kernels,secondary_capsule_vector,dense_1,dense_2,epsilon,m_plus,m_minus,lambda_,alpha,no_of_primary_capsules,primary_capsule_vector,no_of_secondary_capsules
0,1,0,44.827938079833984,6.638279438018799,0.958,3,2,32,30,512,1792,0.009444014750283603,0.9253884898853221,0.1014772905475736,0.8797274150235196,0.006586094462503793,32,8,10
1,1,1,158.4320993423462,13.120904922485352,0.969,6,4,32,45,512,768,0.012367256230848844,0.9309157822868865,0.12056312433258769,0.3551442897911842,0.00039489469398898403,32,8,10
2,1,2,113.99064469337463,6.693680047988892,0.969,9,2,128,28,128,1536,0.02132948439106813,0.9462323921380231,0.14074623653464324,0.765390323856491,0.0010882648483010857,32,8,10
3,1,3,45.31114411354065,9.846023559570312,0.942,2,3,32,37,128,1536,0.06797558779945265,0.9108711635622239,0.15728557290219816,0.3792337923849246,0.005805999872852215,32,8,10
4,1,4,67.59891176223755,9.87407374382019,0.943,3,3,32,24,512,512,0.006340905131196952,0.9860426392852683,0.08546590977599494,0.1690471870289813,0.0003225637250194933,32,8,10
5,1,5,90.17339444160461,9.93618893623352,0.951,4,3,64,8,128,512,0.0501959404057391,0.986067428712558,0.07764558747824821,0.29685517630831226,0.007149690697820302,32,8,10
6,1,6,68.2396879196167,6.660273790359497,0.962,5,2,64,23,128,512,0.006140431025712127,0.9831191101797174,0.1333505529348332,0.769125076627123,0.006630774523648627,32,8,10
7,1,7,45.50394892692566,9.965803146362305,0.872,2,3,3,44,128,768,0.01699413871485051,0.9411612798681647,0.18177169593812542,0.23697445691549462,0.007966644103003403,32,8,10
8,1,8,44.32570552825928,13.13073444366455,0.894,1,4,64,31,128,1280,0.06381255315698212,0.9275283305422485,0.11733426379964124,0.26691425145909653,0.006073055998304438,32,8,10
9,1,9,131.1708905696869,6.668627977371216,0.966,6,2,32,6,128,1792,0.06114906470392957,0.9351739281560418,0.11669058692302807,0.14792182285105,0.0053677240514267985,32,8,10
10,1,10,44.15004014968872,6.614695072174072,0.945,2,2,64,5,768,1792,0.02540024935869706,0.9862880221138185,0.19010614208065263,0.80726802582556,0.0017980692101809785,32,8,10
11,1,11,135.3301112651825,9.935689926147461,0.956,6,3,128,16,768,256,0.005741776186582325,0.9651270632118892,0.14025657268810904,0.1164532886269761,0.005633435083562265,32,8,10
12,1,12,136.86408114433289,13.193390130996704,0.963,5,4,32,4,128,1792,0.023594441759092925,0.9623327328565255,0.0554460313800561,0.5249311504213799,0.009686740375386733,32,8,10
13,1,13,180.30966234207153,9.935990333557129,0.964,8,3,64,23,512,1280,1e-07,0.9272620477887403,0.12092530344928897,0.692643476409651,0.008800353888187886,32,8,10
14,1,14,44.007665157318115,6.634882926940918,0.953,2,2,32,25,512,512,0.08752582663301404,0.9294809360393639,0.08559002622375682,0.8468647602380992,0.0029993022564951412,32,8,10
15,1,15,90.43397116661072,9.961235761642456,0.966,4,3,128,47,256,512,0.092497853262253,0.9539131815505868,0.1523166068893071,0.21499113178999008,0.00560174275359818,32,8,10
16,1,16,113.78618502616882,13.163848161697388,0.959,4,4,128,26,512,1792,0.038885978094623984,0.9783416960692138,0.1300624393658481,0.6418696381454314,0.0044196923721866125,32,8,10
17,1,17,44.36657643318176,13.321300029754639,0.908,1,4,128,14,512,1024,0.093781644935102,0.9017767312829305,0.18740684503820115,0.11510852709494256,0.008620969903343333,32,8,10
18,1,18,67.50773859024048,13.223758220672607,0.957,2,4,64,45,768,256,0.05818030754474571,0.9168149210363464,0.11565397788553593,0.287446597516549,0.009173520212439935,32,8,10
19,1,19,45.561156272888184,9.968038320541382,0.947,2,3,64,40,512,256,0.09247407487763921,0.9056293118933296,0.196973748050789,0.12409564551502851,0.005298570119702148,32,8,10
20,1,20,131.33181619644165,6.68527364730835,0.967,7,2,128,23,256,512,0.08903622531738684,0.9044663491216687,0.18765985313822475,0.6293753017809937,0.004675804941057903,32,8,10
21,1,21,44.37306022644043,13.24167799949646,0.907,1,4,64,20,768,1024,0.035052656941644084,0.9617741807722308,0.13550236599455748,0.9852564076949282,0.0007067261560645507,32,8,10
22,1,22,180.43349838256836,9.953736305236816,0.963,8,3,64,13,256,1280,0.04288052822805174,0.9163874759876527,0.18443577620482876,0.8303709214386907,0.004360386221085341,32,8,10
23,1,23,160.178448677063,13.240723848342896,0.967,6,4,64,44,512,1280,0.07039188249689067,0.9671964151716413,0.16874179304574308,0.4082700910949496,0.0052273971215040125,32,8,10
24,1,24,153.14084148406982,6.7314629554748535,0.967,7,2,128,44,512,512,0.08226739941263704,0.9460248538686025,0.13659579686583256,0.7250371455740989,0.002692922620377328,32,8,10
25,1,25,22.2342369556427,6.685500144958496,0.891,1,2,32,3,128,256,0.04827268717076819,0.9480195530345968,0.08855484677634337,0.8111083547955508,0.00413854195527669,32,8,10
26,1,26,137.05747747421265,13.309393405914307,0.97,8,4,128,29,256,1024,0.01733402658620339,0.9544596691042256,0.06583139716158497,0.33603563859124724,0.009177536673780351,32,8,10
27,1,27,196.79680371284485,6.708446025848389,0.959,9,2,32,44,768,1792,0.04535986600724144,0.9574077079439959,0.12417032487146473,0.1789376544183186,0.0031514100883876465,32,8,10
28,1,28,136.99842834472656,13.286107063293457,0.961,5,4,32,26,768,1280,0.07345885526665986,0.9877988009232257,0.12867401504228548,0.9445458131652548,0.00868482198100414,32,8,10
29,1,29,137.1613700389862,13.272729873657227,0.969,7,4,64,23,256,256,0.08389168590037284,0.9271630418417207,0.06408791492719884,0.44849110190745656,0.00667403007705371,32,8,10
30,1,30,22.22562575340271,6.738286256790161,0.879,1,2,64,15,512,256,0.04111167960882155,0.9556362848731368,0.1621542024411486,0.414078120252768,0.009268037829444319,32,8,10
31,1,31,131.34399890899658,6.7155680656433105,0.963,6,2,32,46,128,1536,0.09012594193189079,0.9106597981333889,0.11198675050413509,0.9587642439670271,0.005327020790900927,32,8,10
32,1,32,67.53673338890076,13.247497081756592,0.952,2,4,32,34,768,256,0.036139225095223014,0.9787609505708122,0.09973576722192154,0.9852164465266211,0.0031220397392329145,32,8,10
33,1,33,44.52779698371887,13.259279727935791,0.923,1,4,64,10,128,1536,0.031008488456273228,0.945922453614947,0.12559661000760397,0.6561093254546874,0.006885145052218809,32,8,10
34,1,34,109.4964861869812,6.6894941329956055,0.962,5,2,64,17,768,768,0.04034397957598762,0.9128731656200523,0.06330668928849159,0.2836043682265358,0.004567612372524457,32,8,10
35,1,35,135.44652891159058,9.980936288833618,0.967,7,3,64,44,512,1792,0.05984547894640838,0.9143336381393685,0.11657325260774819,0.7130443795505438,0.0007286288414012575,32,8,10
36,1,36,158.02800297737122,9.878006935119629,0.97,7,3,128,24,256,1536,0.004770205115972511,0.9306114633524486,0.10710785536226727,0.718393840859199,0.001990188152962386,32,8,10
37,1,37,131.31224179267883,6.6977643966674805,0.97,6,2,64,38,256,768,0.0746051099124333,0.966800707974339,0.15956240663991275,0.5594179429156608,0.00796357828608568,32,8,10
38,1,38,90.52016425132751,9.924278020858765,0.958,4,3,128,33,128,1024,0.04729786102958785,0.9782828353505093,0.2,0.13058031760916747,0.00853610910473101,32,8,10
39,1,39,68.00889372825623,9.953753471374512,0.968,3,3,128,10,128,512,0.07745343845838495,0.9051728497754324,0.0701717692676182,0.5345472040673367,0.00041786114267168344,32,8,10
40,1,40,135.46445417404175,10.014757871627808,0.971,6,3,32,40,128,768,0.0030397089243748574,0.9559679346423405,0.09133267347002061,0.3078284508081722,0.008611853963409542,32,8,10
41,1,41,112.97216176986694,9.999662637710571,0.969,5,3,64,25,512,1792,0.04864764264166973,0.99,0.0553782678631585,0.8175901261942039,0.009799594791688671,32,8,10
42,1,42,153.1499195098877,6.72982382774353,0.97,9,2,128,11,256,1536,0.023831826498418016,0.9650390461153497,0.16634314040639675,0.3146560025290531,0.007813817118285124,32,8,10
43,1,43,44.04802417755127,6.646223068237305,0.943,2,2,32,41,4,1536,0.027097531075192895,0.9075409971705471,0.07510293963759675,0.4303652894249287,0.008874223668911028,32,8,10
44,1,44,23.07915949821472,9.962012767791748,0.838,1,3,64,2,768,512,0.06090407334852075,0.931847062514744,0.09265595562334208,0.11673735807790007,0.0044419050832855645,32,8,10
45,1,45,229.54333519935608,13.275014162063599,0.963,9,4,128,22,512,1536,0.061075833953417806,0.9303101359164689,0.07283007095838194,0.8567296812639917,0.005748444899293699,32,8,10
46,1,46,113.9667329788208,13.207723140716553,0.962,4,4,128,6,512,1024,0.04077360270740559,0.944017609091389,0.11163416965918085,0.5402080727606955,0.006092575746237309,32,8,10
47,1,47,157.99760937690735,9.981260299682617,0.968,7,3,128,10,128,1024,0.0649652075244248,0.982848232847637,0.19892580428426082,0.7316407814227557,0.0009735785240539713,32,8,10
48,1,48,160.11494183540344,13.213560581207275,0.969,6,4,128,17,256,1536,0.07733978507308541,0.9195413694126683,0.08243319232545299,0.5091324968314358,0.005496681277021951,32,8,10
49,1,49,90.66669273376465,13.291651725769043,0.963,3,4,64,32,256,1024,0.0749852558985491,0.9058123733241704,0.17749935030554415,0.9103381948166739,0.003168411833718496,32,8,10
50,1,50,67.97860336303711,9.944141864776611,0.956,3,3,128,10,768,1024,0.035052656941644084,0.9617741807722308,0.13550236599455748,0.9852564076949282,0.0007067261560645507,32,8,10
51,1,51,44.399214029312134,13.3284010887146,0.927,1,4,64,20,128,512,0.07745343845838495,0.9051728497754324,0.0701717692676182,0.5997853247640893,0.00041786114267168344,32,8,10
52,1,52,44.06242799758911,6.782113552093506,0.949,2,2,32,41,512,1536,0.027097531075192895,0.9623327328565255,0.0554460313800561,0.5249311504213799,0.009686740375386733,32,8,10
53,1,53,136.9642791748047,13.296472549438477,0.961,5,4,32,4,128,1792,0.023594441759092925,0.9075409971705471,0.07510293963759675,0.4303652894249287,0.008874223668911028,32,8,10
54,1,54,160.04571557044983,13.2856125831604,0.971,6,4,64,10,128,1536,0.031008488456273228,0.945922453614947,0.12559661000760397,0.6561093254546874,0.006885145052218809,32,8,10
55,1,55,44.36626434326172,13.288134098052979,0.915,1,4,128,17,256,1536,0.07733978507308541,0.9195413694126683,0.08243319232545299,0.5091324968314358,0.005496681277021951,32,8,10
56,1,56,44.06052327156067,6.698132038116455,0.944,2,2,64,5,768,1792,0.004770205115972511,0.9306114633524486,0.10710785536226727,0.718393840859199,0.001990188152962386,32,8,10
57,1,57,158.31980681419373,10.016464948654175,0.961,7,3,128,24,256,1536,0.02540024935869706,0.9862880221138185,0.19010614208065263,0.80726802582556,0.0017980692101809785,32,8,10
58,1,58,45.544426918029785,9.941930532455444,0.929,2,3,32,44,768,1792,0.04535986600724144,0.9574077079439959,0.12417032487146473,0.1789376544183186,0.0031514100883876465,32,8,10
59,1,59,196.76340985298157,6.6825878620147705,0.961,9,2,32,37,128,1536,0.06797558779945265,0.9108711635622239,0.15728557290219816,0.3792337923849246,0.005805999872852215,32,8,10
60,1,60,44.04289436340332,6.741745710372925,0.951,2,2,64,23,256,256,0.08389168590037284,0.9271630418417207,0.06408791492719884,0.44849110190745656,0.00667403007705371,32,8,10
